品名,最低价,平均价,最高价,规格,单位,发布日期
富士（膜袋）,1.10,1.25,1.40,普通,斤,2015-11-12
富士（纸袋Φ70-84）,1.60,2.45,3.30,普通,斤,2015-11-12
翠宝甜瓜,2.00,2.75,3.50,普通,斤,2015-11-12
西州密,2.40,2.60,2.80,普通,斤,2015-11-12
久红瑞,1.50,1.60,1.70,普通,斤,2015-11-12
台湾蜜瓜,3.50,3.65,3.80,普通,斤,2015-11-12
伽师瓜,1.70,1.90,2.10,普通,斤,2015-11-12
哈密瓜,2.00,3.00,4.00,普通,斤,2015-11-12
国产皇帝香蕉,2.20,2.20,2.20,普通,斤,2015-11-12
泰国香蕉,6.40,6.75,7.10,普通,斤,2015-11-12
南美、菲律宾香蕉,2.20,2.35,2.50,普通,斤,2015-11-12
国产香蕉,1.50,1.60,1.70,普通,斤,2015-11-12
绿宝（皮2）,1.50,1.60,1.70,普通,斤,2015-11-12
京欣西瓜,1.70,1.75,1.80,普通,斤,2015-11-12
小兰.特小凤,1.50,1.60,1.70,普通,斤,2015-11-12
黑美人,1.30,1.40,1.50,普通,斤,2015-11-12
麒麟西瓜,2.00,2.20,2.40,普通,斤,2015-11-12
无籽小号-大号,2.00,2.25,2.50,普通,斤,2015-11-12
猕猴桃（秦美）,2.30,2.40,2.50,普通,斤,2015-11-12
猕猴桃（海沃德）,3.00,4.00,5.00,普通,斤,2015-11-12
猕猴桃（徐香）,2.50,3.15,3.80,普通,斤,2015-11-12
冬桃,2.20,2.45,2.70,普通,斤,2015-11-12
小叶桔,1.20,1.45,1.70,普通,斤,2015-11-12
蜜柚,1.20,1.40,1.60,普通,斤,2015-11-12
红心蜜柚,2.50,2.75,3.00,普通,斤,2015-11-12
小金桔,3.00,4.75,6.50,普通,斤,2015-11-12
胡柚,1.50,1.55,1.60,普通,斤,2015-11-12
鄂、湘、川脐橙,1.30,2.00,2.70,普通,斤,2015-11-12
赣南脐橙Ф65-Ф95,2.20,3.10,4.00,普通,斤,2015-11-12
丑橘(不知火）晚禄,3.50,3.85,4.20,普通,斤,2015-11-12
江西南丰蜜桔,1.60,1.85,2.10,普通,斤,2015-11-12
广西贡桔,1.90,2.30,2.70,普通,斤,2015-11-12
蜜桔,1.30,1.50,1.70,普通,斤,2015-11-12
京白梨,1.50,1.85,2.20,普通,斤,2015-11-12
酥梨,1.00,1.15,1.30,普通,斤,2015-11-12
烟台梨,2.00,2.50,3.00,普通,斤,2015-11-12
红皮梨,2.50,3.50,4.50,普通,斤,2015-11-12
五九香,0.80,0.90,1.00,普通,斤,2015-11-12
红香酥梨系列,1.40,1.50,1.60,普通,斤,2015-11-12
库尔勒香梨,2.50,3.20,3.90,普通,斤,2015-11-12
红霄梨,1.50,2.00,2.50,普通,斤,2015-11-12
来广梨,1.20,1.70,2.20,普通,斤,2015-11-12
丰水梨,1.80,2.00,2.20,普通,斤,2015-11-12
南果梨,1.00,2.25,3.50,普通,斤,2015-11-12
皇冠梨（标箱）,1.50,1.75,2.00,普通,斤,2015-11-12
雪花梨,0.80,1.05,1.30,普通,斤,2015-11-12
鸭梨,0.80,1.05,1.30,普通,斤,2015-11-12
山楂,1.50,1.75,2.00,普通,斤,2015-11-12
桑葚,8.00,8.00,8.00,普通,斤,2015-11-12
石榴（云南）,3.00,4.25,5.50,普通,斤,2015-11-12
石榴（四川）,2.00,3.00,4.00,普通,斤,2015-11-12
柠檬,3.00,3.50,4.00,普通,斤,2015-11-12
甘蔗,1.10,1.15,1.20,普通,斤,2015-11-12
甜心柿子,1.40,1.60,1.80,普通,斤,2015-11-12
磨盘柿子,1.20,1.35,1.50,普通,斤,2015-11-12
柿饼,5.50,6.00,6.50,普通,斤,2015-11-12
木瓜,4.10,4.25,4.40,普通,斤,2015-11-12
油栗,4.50,5.00,5.50,普通,斤,2015-11-12
板栗,2.50,3.15,3.80,普通,斤,2015-11-12
红颜草莓,23.00,24.50,26.00,普通,斤,2015-11-12
牛奶枣,5.50,6.00,6.50,普通,斤,2015-11-12
凯特芒果,6.50,7.50,8.50,普通,斤,2015-11-13
越南香芒,3.70,4.35,5.00,普通,斤,2015-11-13
红宝石葡萄,3.00,4.75,6.50,普通,斤,2015-11-13
木纳格葡萄,3.50,3.55,3.60,普通,斤,2015-11-13
玫瑰香,2.50,3.50,4.50,普通,斤,2015-11-13
红提葡萄,2.50,3.50,4.50,普通,斤,2015-11-13
巨峰葡萄,1.60,2.30,3.00,普通,斤,2015-11-13
王林苹果,1.30,1.45,1.60,普通,斤,2015-11-13
秦冠（箱）,2.00,2.25,2.50,普通,斤,2015-11-13
国光苹果,1.00,1.50,2.00,普通,斤,2015-11-13
新疆阿克苏（冰糖心）,4.00,4.15,4.30,普通,斤,2015-11-13
花牛(Φ70-85),1.50,2.50,3.50,普通,斤,2015-11-13
黄元帅,1.20,1.65,2.10,普通,斤,2015-11-13
富士（纸袋Φ85以上）,2.80,3.50,4.20,普通,斤,2015-11-13
富士（膜袋）,1.10,1.25,1.40,普通,斤,2015-11-13
富士（纸袋Φ70-84）,1.60,2.45,3.30,普通,斤,2015-11-13
翠宝甜瓜,2.00,2.75,3.50,普通,斤,2015-11-13
西州密,2.10,2.40,2.70,普通,斤,2015-11-13
久红瑞,1.50,1.60,1.70,普通,斤,2015-11-13
台湾蜜瓜,3.50,3.65,3.80,普通,斤,2015-11-13
伽师瓜,1.70,1.90,2.10,普通,斤,2015-11-13
哈密瓜,2.00,3.00,4.00,普通,斤,2015-11-13
国产皇帝香蕉,2.20,2.20,2.20,普通,斤,2015-11-13
泰国香蕉,6.40,6.75,7.10,普通,斤,2015-11-13
南美、菲律宾香蕉,2.20,2.35,2.50,普通,斤,2015-11-13
国产香蕉,1.50,1.60,1.70,普通,斤,2015-11-13
绿宝（皮2）,1.60,1.65,1.70,普通,斤,2015-11-13
京欣西瓜,1.60,1.70,1.80,普通,斤,2015-11-13
小兰.特小凤,1.60,1.90,2.20,普通,斤,2015-11-13
黑美人,1.40,1.45,1.50,普通,斤,2015-11-13
麒麟西瓜,1.80,2.10,2.40,普通,斤,2015-11-13
无籽小号-大号,2.00,2.25,2.50,普通,斤,2015-11-13
猕猴桃（秦美）,2.30,2.40,2.50,普通,斤,2015-11-13
猕猴桃（海沃德）,3.00,4.00,5.00,普通,斤,2015-11-13
猕猴桃（徐香）,2.50,3.15,3.80,普通,斤,2015-11-13
冬桃,2.20,2.45,2.70,普通,斤,2015-11-13
小叶桔,1.20,1.45,1.70,普通,斤,2015-11-13
黄岩蜜桔,2.10,2.15,2.20,普通,斤,2015-11-13
蜜柚,1.20,1.40,1.60,普通,斤,2015-11-13
红心蜜柚,2.50,2.75,3.00,普通,斤,2015-11-13
小金桔,3.00,4.75,6.50,普通,斤,2015-11-13
胡柚,1.50,1.55,1.60,普通,斤,2015-11-13
鄂、湘、川脐橙,1.30,2.00,2.70,普通,斤,2015-11-13
赣南脐橙Ф65-Ф95,2.20,3.10,4.00,普通,斤,2015-11-13
丑橘(不知火）晚禄,3.50,3.85,4.20,普通,斤,2015-11-13
江西南丰蜜桔,1.60,1.85,2.10,普通,斤,2015-11-13
广西贡桔,1.90,2.30,2.70,普通,斤,2015-11-13
蜜桔,1.30,1.50,1.70,普通,斤,2015-11-13
京白梨,1.50,1.85,2.20,普通,斤,2015-11-13
酥梨,1.00,1.15,1.30,普通,斤,2015-11-13
烟台梨,2.00,2.50,3.00,普通,斤,2015-11-13
红皮梨,2.50,3.50,4.50,普通,斤,2015-11-13
五九香,0.80,0.90,1.00,普通,斤,2015-11-13
红香酥梨系列,1.40,1.50,1.60,普通,斤,2015-11-13
库尔勒香梨,2.50,3.20,3.90,普通,斤,2015-11-13
红霄梨,1.50,2.00,2.50,普通,斤,2015-11-13
来广梨,1.20,1.70,2.20,普通,斤,2015-11-13
丰水梨,1.80,2.00,2.20,普通,斤,2015-11-13
南果梨,1.00,2.25,3.50,普通,斤,2015-11-13
皇冠梨（标箱）,1.50,1.65,1.80,普通,斤,2015-11-13
雪花梨,0.80,1.05,1.30,普通,斤,2015-11-13
鸭梨,0.80,1.05,1.30,普通,斤,2015-11-13
山楂,1.50,1.75,2.00,普通,斤,2015-11-13
桑葚,10.00,10.50,11.00,普通,斤,2015-11-13
石榴（云南）,3.00,4.25,5.50,普通,斤,2015-11-13
石榴（四川）,2.00,3.00,4.00,普通,斤,2015-11-13
柠檬,3.00,3.50,4.00,普通,斤,2015-11-13
甘蔗,1.10,1.15,1.20,普通,斤,2015-11-13
甜心柿子,1.40,1.60,1.80,普通,斤,2015-11-13
磨盘柿子,1.20,1.35,1.50,普通,斤,2015-11-13
柿饼,5.50,6.00,6.50,普通,斤,2015-11-13
木瓜,4.10,4.25,4.40,普通,斤,2015-11-13
油栗,4.50,5.00,5.50,普通,斤,2015-11-13
板栗,2.50,3.15,3.80,普通,斤,2015-11-13
红颜草莓,23.00,24.50,26.00,普通,斤,2015-11-13
牛奶枣,5.50,6.00,6.50,普通,斤,2015-11-13
冬枣,1.00,3.25,5.50,普通,斤,2015-11-13
箱装菠萝（上六下六）,2.20,2.40,2.60,普通,斤,2015-11-13
凯特芒果,6.50,7.50,8.50,普通,斤,2015-11-14
越南香芒,3.70,4.35,5.00,普通,斤,2015-11-14
红宝石葡萄,3.00,4.75,6.50,普通,斤,2015-11-14
木纳格葡萄,3.00,3.30,3.60,普通,斤,2015-11-14
玫瑰香,2.50,3.50,4.50,普通,斤,2015-11-14
红提葡萄,2.50,3.50,4.50,普通,斤,2015-11-14
巨峰葡萄,1.60,2.30,3.00,普通,斤,2015-11-14
王林苹果,1.30,1.45,1.60,普通,斤,2015-11-14
秦冠（箱）,2.00,2.25,2.50,普通,斤,2015-11-14
国光苹果,1.00,1.50,2.00,普通,斤,2015-11-14
新疆阿克苏（冰糖心）,4.00,4.15,4.30,普通,斤,2015-11-14
花牛(Φ70-85),1.50,2.50,3.50,普通,斤,2015-11-14
黄元帅,1.20,1.65,2.10,普通,斤,2015-11-14
富士（纸袋Φ85以上）,2.80,3.50,4.20,普通,斤,2015-11-14
富士（膜袋）,1.10,1.25,1.40,普通,斤,2015-11-14
富士（纸袋Φ70-84）,1.60,2.45,3.30,普通,斤,2015-11-14
翠宝甜瓜,2.20,2.85,3.50,普通,斤,2015-11-14
西州密,2.20,2.45,2.70,普通,斤,2015-11-14
久红瑞,1.50,1.60,1.70,普通,斤,2015-11-14
台湾蜜瓜,3.50,3.65,3.80,普通,斤,2015-11-14
伽师瓜,1.70,1.90,2.10,普通,斤,2015-11-14
哈密瓜,2.00,3.00,4.00,普通,斤,2015-11-14
国产皇帝香蕉,2.20,2.20,2.20,普通,斤,2015-11-14
泰国香蕉,6.40,6.75,7.10,普通,斤,2015-11-14
南美、菲律宾香蕉,2.20,2.35,2.50,普通,斤,2015-11-14
国产香蕉,1.50,1.60,1.70,普通,斤,2015-11-14
绿宝（皮2）,1.60,1.65,1.70,普通,斤,2015-11-14
京欣西瓜,1.60,1.70,1.80,普通,斤,2015-11-14
小兰.特小凤,1.60,1.90,2.20,普通,斤,2015-11-14
黑美人,1.40,1.45,1.50,普通,斤,2015-11-14
麒麟西瓜,1.80,2.10,2.40,普通,斤,2015-11-14
无籽小号-大号,2.00,2.25,2.50,普通,斤,2015-11-14
猕猴桃（秦美）,2.30,2.40,2.50,普通,斤,2015-11-14
猕猴桃（海沃德）,3.00,4.00,5.00,普通,斤,2015-11-14
猕猴桃（徐香）,2.50,3.15,3.80,普通,斤,2015-11-14
冬桃,2.20,2.45,2.70,普通,斤,2015-11-14
小叶桔,1.20,1.45,1.70,普通,斤,2015-11-14
黄岩蜜桔,2.10,2.15,2.20,普通,斤,2015-11-14
蜜柚,1.20,1.40,1.60,普通,斤,2015-11-14
红心蜜柚,2.50,2.75,3.00,普通,斤,2015-11-14
小金桔,3.00,4.75,6.50,普通,斤,2015-11-14
胡柚,1.50,1.55,1.60,普通,斤,2015-11-14
鄂、湘、川脐橙,1.30,2.00,2.70,普通,斤,2015-11-14
赣南脐橙Ф65-Ф95,2.20,3.25,4.30,普通,斤,2015-11-14
丑橘(不知火）晚禄,3.50,4.00,4.50,普通,斤,2015-11-14
江西南丰蜜桔,1.60,1.85,2.10,普通,斤,2015-11-14
广西贡桔,1.90,2.30,2.70,普通,斤,2015-11-14
蜜桔,1.30,1.50,1.70,普通,斤,2015-11-14
京白梨,1.50,1.85,2.20,普通,斤,2015-11-14
酥梨,1.00,1.15,1.30,普通,斤,2015-11-14
烟台梨,2.00,2.50,3.00,普通,斤,2015-11-14
红皮梨,2.50,3.50,4.50,普通,斤,2015-11-14
五九香,0.80,0.90,1.00,普通,斤,2015-11-14
红香酥梨系列,1.40,1.50,1.60,普通,斤,2015-11-14
库尔勒香梨,2.50,3.20,3.90,普通,斤,2015-11-14
红霄梨,1.50,2.00,2.50,普通,斤,2015-11-14
来广梨,1.20,1.70,2.20,普通,斤,2015-11-14
丰水梨,1.80,2.00,2.20,普通,斤,2015-11-14
南果梨,1.00,2.25,3.50,普通,斤,2015-11-14
皇冠梨（标箱）,1.50,1.65,1.80,普通,斤,2015-11-14
雪花梨,0.80,1.05,1.30,普通,斤,2015-11-14
鸭梨,0.80,1.05,1.30,普通,斤,2015-11-14
山楂,1.50,1.75,2.00,普通,斤,2015-11-14
桑葚,10.00,10.50,11.00,普通,斤,2015-11-14
石榴（云南）,3.00,4.25,5.50,普通,斤,2015-11-14
石榴（四川）,2.00,3.00,4.00,普通,斤,2015-11-14
柠檬,3.00,3.50,4.00,普通,斤,2015-11-14
甘蔗,1.10,1.15,1.20,普通,斤,2015-11-14
甜心柿子,1.40,1.60,1.80,普通,斤,2015-11-14
磨盘柿子,1.20,1.35,1.50,普通,斤,2015-11-14
柿饼,5.50,6.00,6.50,普通,斤,2015-11-14
木瓜,3.60,4.00,4.40,普通,斤,2015-11-14
油栗,4.50,5.00,5.50,普通,斤,2015-11-14
板栗,2.50,3.15,3.80,普通,斤,2015-11-14
法兰帝草莓,16.00,16.50,17.00,普通,斤,2015-11-14
红颜草莓,26.00,27.00,28.00,普通,斤,2015-11-14
牛奶枣,5.50,6.00,6.50,普通,斤,2015-11-14
冬枣,1.00,3.25,5.50,普通,斤,2015-11-14
箱装菠萝（上六下六）,2.20,2.40,2.60,普通,斤,2015-11-14
秦冠（箱）,2.00,2.25,2.50,普通,斤,2015-11-15
国光苹果,1.00,1.50,2.00,普通,斤,2015-11-15
新疆阿克苏（冰糖心）,4.00,4.15,4.30,普通,斤,2015-11-15
花牛(Φ70-85),1.50,2.50,3.50,普通,斤,2015-11-15
黄元帅,1.20,1.65,2.10,普通,斤,2015-11-15
富士（纸袋Φ85以上）,2.80,3.50,4.20,普通,斤,2015-11-15
富士（膜袋）,1.10,1.25,1.40,普通,斤,2015-11-15
富士（纸袋Φ70-84）,1.60,2.45,3.30,普通,斤,2015-11-15
翠宝甜瓜,2.20,2.85,3.50,普通,斤,2015-11-15
西州密,2.20,2.45,2.70,普通,斤,2015-11-15
久红瑞,1.50,1.60,1.70,普通,斤,2015-11-15
台湾蜜瓜,3.50,3.65,3.80,普通,斤,2015-11-15
伽师瓜,1.70,1.90,2.10,普通,斤,2015-11-15
哈密瓜,2.00,3.00,4.00,普通,斤,2015-11-15
国产皇帝香蕉,2.20,2.20,2.20,普通,斤,2015-11-15
泰国香蕉,6.40,6.75,7.10,普通,斤,2015-11-15
南美、菲律宾香蕉,2.20,2.35,2.50,普通,斤,2015-11-15
国产香蕉,1.50,1.60,1.70,普通,斤,2015-11-15
绿宝（皮2）,1.60,1.65,1.70,普通,斤,2015-11-15
京欣西瓜,1.60,1.70,1.80,普通,斤,2015-11-15
小兰.特小凤,1.60,1.90,2.20,普通,斤,2015-11-15
黑美人,1.40,1.45,1.50,普通,斤,2015-11-15
麒麟西瓜,1.80,2.10,2.40,普通,斤,2015-11-15
无籽小号-大号,2.00,2.25,2.50,普通,斤,2015-11-15
猕猴桃（秦美）,2.30,2.40,2.50,普通,斤,2015-11-15
猕猴桃（海沃德）,3.00,4.00,5.00,普通,斤,2015-11-15
猕猴桃（徐香）,2.50,3.15,3.80,普通,斤,2015-11-15
冬桃,2.20,2.45,2.70,普通,斤,2015-11-15
小叶桔,1.20,1.45,1.70,普通,斤,2015-11-15
黄岩蜜桔,2.10,2.15,2.20,普通,斤,2015-11-15
蜜柚,1.20,1.40,1.60,普通,斤,2015-11-15
红心蜜柚,2.50,2.75,3.00,普通,斤,2015-11-15
小金桔,3.00,4.75,6.50,普通,斤,2015-11-15
胡柚,1.50,1.55,1.60,普通,斤,2015-11-15
鄂、湘、川脐橙,1.30,2.00,2.70,普通,斤,2015-11-15
赣南脐橙Ф65-Ф95,2.20,3.25,4.30,普通,斤,2015-11-15
丑橘(不知火）晚禄,3.50,4.00,4.50,普通,斤,2015-11-15
江西南丰蜜桔,1.60,1.85,2.10,普通,斤,2015-11-15
广西贡桔,1.90,2.30,2.70,普通,斤,2015-11-15
蜜桔,1.30,1.50,1.70,普通,斤,2015-11-15
京白梨,1.50,1.85,2.20,普通,斤,2015-11-15
酥梨,1.00,1.15,1.30,普通,斤,2015-11-15
烟台梨,2.00,2.50,3.00,普通,斤,2015-11-15
红皮梨,2.50,3.50,4.50,普通,斤,2015-11-15
五九香,0.80,0.90,1.00,普通,斤,2015-11-15
红香酥梨系列,1.40,1.50,1.60,普通,斤,2015-11-15
库尔勒香梨,2.50,3.20,3.90,普通,斤,2015-11-15
红霄梨,1.50,2.00,2.50,普通,斤,2015-11-15
来广梨,1.20,1.70,2.20,普通,斤,2015-11-15
丰水梨,1.80,2.00,2.20,普通,斤,2015-11-15
南果梨,1.00,2.25,3.50,普通,斤,2015-11-15
皇冠梨（标箱）,1.50,1.65,1.80,普通,斤,2015-11-15
雪花梨,0.80,1.05,1.30,普通,斤,2015-11-15
鸭梨,0.80,1.05,1.30,普通,斤,2015-11-15
山楂,1.50,1.75,2.00,普通,斤,2015-11-15
桑葚,10.00,10.50,11.00,普通,斤,2015-11-15
石榴（云南）,3.00,4.25,5.50,普通,斤,2015-11-15
石榴（四川）,2.00,3.00,4.00,普通,斤,2015-11-15
柠檬,3.00,3.50,4.00,普通,斤,2015-11-15
甘蔗,1.10,1.15,1.20,普通,斤,2015-11-15
甜心柿子,1.40,1.60,1.80,普通,斤,2015-11-15
磨盘柿子,1.20,1.40,1.60,普通,斤,2015-11-15
柿饼,5.50,6.00,6.50,普通,斤,2015-11-15
木瓜,3.60,4.00,4.40,普通,斤,2015-11-15
油栗,4.50,5.00,5.50,普通,斤,2015-11-15
板栗,2.50,3.15,3.80,普通,斤,2015-11-15
法兰帝草莓,16.00,16.50,17.00,普通,斤,2015-11-15
红颜草莓,26.00,27.00,28.00,普通,斤,2015-11-15
牛奶枣,5.50,6.00,6.50,普通,斤,2015-11-15
冬枣,1.00,3.25,5.50,普通,斤,2015-11-15
箱装菠萝（上六下六）,2.20,2.40,2.60,普通,斤,2015-11-15
凯特芒果,6.50,7.50,8.50,普通,斤,2015-11-15
越南香芒,3.70,4.35,5.00,普通,斤,2015-11-15
熟台农大芒果,17.00,17.50,18.00,普通,斤,2015-11-15
红宝石葡萄,3.00,4.75,6.50,普通,斤,2015-11-15
木纳格葡萄,3.00,3.30,3.60,普通,斤,2015-11-15
玫瑰香,2.50,3.50,4.50,普通,斤,2015-11-15
红提葡萄,2.50,3.50,4.50,普通,斤,2015-11-15
巨峰葡萄,1.60,2.30,3.00,普通,斤,2015-11-15
王林苹果,1.30,1.45,1.60,普通,斤,2015-11-15
越南香芒,3.00,4.00,5.00,普通,斤,2015-11-17
熟台农大芒果,15.00,16.00,17.00,普通,斤,2015-11-17
熟台农小芒果,14.00,15.00,16.00,普通,斤,2015-11-17
生台农大芒果,13.00,13.25,13.50,普通,斤,2015-11-17
生台农小芒果,12.00,12.50,13.00,普通,斤,2015-11-17
红宝石葡萄,3.00,4.75,6.50,普通,斤,2015-11-17
木纳格葡萄,3.00,3.30,3.60,普通,斤,2015-11-17
玫瑰香,2.50,3.50,4.50,普通,斤,2015-11-17
红提葡萄,2.50,3.50,4.50,普通,斤,2015-11-17
巨峰葡萄,1.60,2.30,3.00,普通,斤,2015-11-17
王林苹果,1.40,1.50,1.60,普通,斤,2015-11-17
秦冠（箱）,1.80,2.00,2.20,普通,斤,2015-11-17
国光苹果,0.80,1.15,1.50,普通,斤,2015-11-17
新疆阿克苏（冰糖心）,4.00,4.50,5.00,普通,斤,2015-11-17
花牛(Φ70-85),1.50,2.50,3.50,普通,斤,2015-11-17
黄元帅,1.00,1.60,2.20,普通,斤,2015-11-17
富士（纸袋Φ85以上）,2.70,3.50,4.30,普通,斤,2015-11-17
富士（膜袋）,0.80,1.10,1.40,普通,斤,2015-11-17
富士（纸袋Φ70-84）,1.50,2.50,3.50,普通,斤,2015-11-17
翠宝甜瓜,2.20,2.85,3.50,普通,斤,2015-11-17
西州密,2.20,2.45,2.70,普通,斤,2015-11-17
久红瑞,1.50,1.60,1.70,普通,斤,2015-11-17
台湾蜜瓜,3.50,3.65,3.80,普通,斤,2015-11-17
伽师瓜,1.70,1.90,2.10,普通,斤,2015-11-17
哈密瓜,2.00,3.00,4.00,普通,斤,2015-11-17
国产皇帝香蕉,2.20,2.20,2.20,普通,斤,2015-11-17
泰国香蕉,6.40,6.75,7.10,普通,斤,2015-11-17
南美、菲律宾香蕉,2.20,2.35,2.50,普通,斤,2015-11-17
国产香蕉,1.50,1.60,1.70,普通,斤,2015-11-17
绿宝（皮2）,1.60,1.70,1.80,普通,斤,2015-11-17
甜王,1.70,1.75,1.80,普通,斤,2015-11-17
京欣西瓜,1.60,1.70,1.80,普通,斤,2015-11-17
小兰.特小凤,1.60,1.90,2.20,普通,斤,2015-11-17
黑美人,1.40,1.45,1.50,普通,斤,2015-11-17
麒麟西瓜,1.80,2.10,2.40,普通,斤,2015-11-17
无籽小号-大号,2.00,2.20,2.40,普通,斤,2015-11-17
猕猴桃（秦美）,2.30,2.40,2.50,普通,斤,2015-11-17
猕猴桃（海沃德）,3.00,4.00,5.00,普通,斤,2015-11-17
猕猴桃（徐香）,2.50,3.15,3.80,普通,斤,2015-11-17
冬桃,2.20,2.45,2.70,普通,斤,2015-11-17
小叶桔,1.20,1.45,1.70,普通,斤,2015-11-17
黄岩蜜桔,2.10,2.15,2.20,普通,斤,2015-11-17
蜜柚,1.20,1.40,1.60,普通,斤,2015-11-17
红心蜜柚,2.50,2.75,3.00,普通,斤,2015-11-17
小金桔,3.00,4.75,6.50,普通,斤,2015-11-17
胡柚,1.50,1.55,1.60,普通,斤,2015-11-17
鄂、湘、川脐橙,1.30,2.00,2.70,普通,斤,2015-11-17
赣南脐橙Ф65-Ф95,2.20,3.25,4.30,普通,斤,2015-11-17
丑橘(不知火）晚禄,3.50,4.00,4.50,普通,斤,2015-11-17
江西南丰蜜桔,1.60,1.80,2.00,普通,斤,2015-11-17
广西贡桔,1.90,2.30,2.70,普通,斤,2015-11-17
蜜桔,1.30,1.50,1.70,普通,斤,2015-11-17
京白梨,1.50,1.85,2.20,普通,斤,2015-11-17
酥梨,1.40,1.60,1.80,普通,斤,2015-11-17
烟台梨,2.00,2.50,3.00,普通,斤,2015-11-17
红皮梨,2.50,3.50,4.50,普通,斤,2015-11-17
五九香,0.80,0.90,1.00,普通,斤,2015-11-17
红香酥梨系列,1.60,1.65,1.70,普通,斤,2015-11-17
库尔勒香梨,2.50,3.20,3.90,普通,斤,2015-11-17
红霄梨,1.00,2.00,3.00,普通,斤,2015-11-17
来广梨,1.20,1.70,2.20,普通,斤,2015-11-17
丰水梨,2.00,2.10,2.20,普通,斤,2015-11-17
南果梨,1.00,2.25,3.50,普通,斤,2015-11-17
皇冠梨（标箱）,1.50,1.75,2.00,普通,斤,2015-11-17
雪花梨,0.70,0.90,1.10,普通,斤,2015-11-17
鸭梨,0.80,1.00,1.20,普通,斤,2015-11-17
山楂,1.50,1.75,2.00,普通,斤,2015-11-17
桑葚,8.00,9.50,11.00,普通,斤,2015-11-17
石榴（云南）,3.00,4.25,5.50,普通,斤,2015-11-17
石榴（四川）,2.00,3.00,4.00,普通,斤,2015-11-17
柠檬,3.00,3.50,4.00,普通,斤,2015-11-17
甘蔗,1.20,1.25,1.30,普通,斤,2015-11-17
甜心柿子,1.40,1.45,1.50,普通,斤,2015-11-17
磨盘柿子,1.00,1.30,1.60,普通,斤,2015-11-17
柿饼,5.50,6.00,6.50,普通,斤,2015-11-17
木瓜,3.60,4.00,4.40,普通,斤,2015-11-17
油栗,4.50,5.00,5.50,普通,斤,2015-11-17
板栗,2.50,3.15,3.80,普通,斤,2015-11-17
法兰帝草莓,16.00,16.50,17.00,普通,斤,2015-11-17
红颜草莓,24.00,26.00,28.00,普通,斤,2015-11-17
牛奶枣,5.50,6.00,6.50,普通,斤,2015-11-17
冬枣,1.00,3.25,5.50,普通,斤,2015-11-17
箱装菠萝（上六下六）,2.20,2.25,2.30,普通,斤,2015-11-17
越南香芒,3.00,4.00,5.00,普通,斤,2015-11-18
熟台农大芒果,15.00,16.00,17.00,普通,斤,2015-11-18
熟台农小芒果,14.00,15.00,16.00,普通,斤,2015-11-18
生台农大芒果,13.00,13.25,13.50,普通,斤,2015-11-18
生台农小芒果,12.00,12.50,13.00,普通,斤,2015-11-18
红宝石葡萄,3.00,4.75,6.50,普通,斤,2015-11-18
木纳格葡萄,3.00,3.30,3.60,普通,斤,2015-11-18
玫瑰香,2.50,3.50,4.50,普通,斤,2015-11-18
红提葡萄,2.50,3.50,4.50,普通,斤,2015-11-18
巨峰葡萄,1.60,2.30,3.00,普通,斤,2015-11-18
王林苹果,1.40,1.50,1.60,普通,斤,2015-11-18
秦冠（箱）,1.80,2.00,2.20,普通,斤,2015-11-18
国光苹果,0.80,1.15,1.50,普通,斤,2015-11-18
新疆阿克苏（冰糖心）,4.00,4.50,5.00,普通,斤,2015-11-18
花牛(Φ70-85),1.50,2.50,3.50,普通,斤,2015-11-18
黄元帅,1.20,1.90,2.60,普通,斤,2015-11-18
富士（纸袋Φ85以上）,2.70,3.75,4.80,普通,斤,2015-11-18
富士（膜袋）,0.80,1.10,1.40,普通,斤,2015-11-18
富士（纸袋Φ70-84）,1.50,2.50,3.50,普通,斤,2015-11-18
翠宝甜瓜,2.20,2.85,3.50,普通,斤,2015-11-18
西州密,2.20,2.45,2.70,普通,斤,2015-11-18
久红瑞,1.50,1.60,1.70,普通,斤,2015-11-18
台湾蜜瓜,3.50,3.65,3.80,普通,斤,2015-11-18
伽师瓜,1.70,1.90,2.10,普通,斤,2015-11-18
哈密瓜,2.00,3.00,4.00,普通,斤,2015-11-18
国产皇帝香蕉,2.20,2.20,2.20,普通,斤,2015-11-18
泰国香蕉,6.40,6.75,7.10,普通,斤,2015-11-18
南美、菲律宾香蕉,2.20,2.35,2.50,普通,斤,2015-11-18
国产香蕉,1.50,1.60,1.70,普通,斤,2015-11-18
绿宝（皮2）,1.60,1.70,1.80,普通,斤,2015-11-18
墨童西瓜,1.70,1.75,1.80,普通,斤,2015-11-18
甜王,1.80,2.00,2.20,普通,斤,2015-11-18
京欣西瓜,1.60,1.70,1.80,普通,斤,2015-11-18
小兰.特小凤,1.60,1.90,2.20,普通,斤,2015-11-18
黑美人,1.40,1.45,1.50,普通,斤,2015-11-18
麒麟西瓜,1.80,2.10,2.40,普通,斤,2015-11-18
无籽小号-大号,2.00,2.20,2.40,普通,斤,2015-11-18
猕猴桃（秦美）,2.30,2.40,2.50,普通,斤,2015-11-18
猕猴桃（海沃德）,3.00,4.00,5.00,普通,斤,2015-11-18
猕猴桃（徐香）,2.50,3.15,3.80,普通,斤,2015-11-18
冬桃,2.20,2.45,2.70,普通,斤,2015-11-18
小叶桔,1.20,1.45,1.70,普通,斤,2015-11-18
